Sukunimi;Nimenhaltijoita yhteensä
Hannila;526
Hautakangas;526
Mäkiranta;526
Patrikainen;526
Lemmetty;525
Olsson;525
Palojärvi;525
Rentola;525
Siivola;525
Vallius;525
Wickström;525
Hiljanen;523
Alander;522
Kytömäki;522
Laari;522
Pakanen;522
Rönn;522
Sinkko;522
Soukka;522
Koivikko;521
Palmroos;521
Romo;521
Terävä;521
Lehmus;520
Vähäsöyrinki;520
Hoffren;519
Humalajoki;519
Siirilä;519
Vettenranta;519
Lamminpää;518
Malkamäki;518
Silvola;518
Heikkala;517
Perkkiö;517
Pöysti;517
Sandholm;517
Niinikoski;516
Iivanainen;515
Hagelberg;514
Kivijärvi;514
Kokkola;514
Nuotio;514
Vierikko;514
Grankulla;513
Hekkala;513
Kamula;513
Mård;513
Saaranen;513
Sahlberg;513
Somero;513
Vuorisalo;513
Körkkö;512
Mänty;512
Valkeinen;512
Åman;512
Janhonen;511
Koukkari;511
Peltokorpi;511
Säteri;511
Maukonen;510
Raudaskoski;510
Svahn;510
Murtonen;509
Örn;509
Louhelainen;508
Hurri;507
Isopahkala;507
Kalliola;507
Sarin;507
Ojalehto;506
Vilhunen;506
Havia;505
Hörkkö;505
Maunu;505
Meronen;505
Niemenmaa;505
Grundström;504
Hjelt;504
Kuukka;504
Le;504
Niska;504
Ranki;504
Carlsson;503
Harjunen;503
Jarva;503
Rintanen;503
Arminen;502
Laurell;502
Lohilahti;502
Pyy;502
Wahlroos;502
Arvonen;501
Heikka;501
Ikäheimonen;501
Puskala;501
Pykäläinen;501
Viitasalo;501
Auranen;500
Pajarinen;500
Palin;500
Aromaa;499
Hilden;498
Huikuri;498
Kullberg;498
Lavonen;498
Piira;498
Kallonen;497
Keisala;497
Savikko;497
Savinainen;497
Rönnqvist;496
Savonen;496
Rikkonen;495
Kurppa;494
Kurttila;494
Strand;494
Österholm;494
Junno;493
Lindroth;493
Lindvall;493
Saarimäki;493
Kontiainen;492
Krook;492
Lesonen;492
Valve;492
Kotila;491
Lahikainen;491
Stenvall;491
Tolppanen;491
Bruun;490
Isola;490
Lehtovirta;490
Matikka;490
Siitari;490
Lyyra;489
Paakkinen;489
Salakka;489
Soronen;488
Forssell;487
Granberg;487
Hannus;487
Lätti;487
Aura;486
Haglund;486
Ihamäki;486
Jakonen;486
Kuru;486
Kylmälä;486
Kyrö;485
Lundgren;485
Mannermaa;485
Masalin;485
Pelli;485
Rahko;485
Juslin;484
Orpana;484
Isokääntä;483
Siirtola;483
Westerberg;483
Hytti;482
Kouhia;482
Pirttimäki;482
Mäkäräinen;481
Airola;479
Ahlberg;478
Nevanperä;478
Venho;478
Haapsaari;477
Lehtikangas;477
Tukia;477
Haaparanta;476
Henttinen;476
Koskiniemi;475
Pulkkanen;475
Salenius;475
Veteläinen;475
Kotajärvi;474
Suikki;473
Iltanen;472
Kuismin;472
Uosukainen;472
Valonen;472
Hilli;471
Polvinen;471
Ranne;471
Silvonen;471
Koivusaari;470
Myllymaa;470
Oikarainen;470
Susi;470
Vepsä;470
Viinanen;470
Kaksonen;469
Lahtonen;469
Nikunen;469
Wessman;469
Löfgren;468
Raassina;468
Singh;468
Tuikka;468
Veijola;468
Kerola;467
Purmonen;467
Lappeteläinen;466
Löytynoja;466
Sohlman;466
Arffman;465
Kokkinen;465
Komu;464
Lainio;464
Petäjäjärvi;464
Ruokamo;464
Ahti;463
Lundén;463
Mahlamäki;463
Marjamaa;463
Mujunen;463
Sieppi;462
Hietalahti;461
Isokoski;461
Järviö;461
Kallionpää;461
Yrjänä;461
Klasila;460
Taipalus;460
Turja;460
Väkeväinen;459
Haapa-aho;458
Hätönen;458
Kohtala;458
Miinalainen;458
Nordling;458
Rauma;457
Siipola;457
Ahlskog;456
Danielsson;456
Fors;456
Hoffrén;456
Vesanto;456
Ainasoja;455
Kiiskilä;455
Hannukainen;454
Kiviluoma;454
Kuukasjärvi;454
Levo;454
Liski;454
Slotte;454
Tepponen;454
Kellokoski;453
Udd;453
Vastamäki;453
Holmqvist;452
Ignatius;452
Pohja;452
Ritala;452
Lehtelä;451
Möller;451
Tienhaara;451
Ibrahim;450
Lönnroth;450
Vallin;450
Enlund;449
Jämsén;449
Ruuth;449
Siiskonen;449
Starck;449
Mäensivu;448
Piri;448
Hägg;447
Kirjonen;447
Sorvisto;447
Honkasalo;446
Juusela;445
Kahelin;445
Kaunismäki;445
Mustalahti;445
Sjöman;445
Kotamäki;444
Vuoti;443
Kariniemi;442
Olander;442
Hasu;441
Jukarainen;441
Kammonen;441
Meskanen;441
Jumppanen;440
Leponiemi;440
Temonen;440
Winberg;440
Castrén;439
Luhtanen;439
Reini;439
Siljander;439
Hyytiä;438
Kaarlela;438
Ruohomäki;438
Saavalainen;438
Tapper;438
Mettovaara;437
Vuokila;437
Kelloniemi;436
Kivekäs;436
Lamminaho;436
Raittila;436
Sikanen;436
Tyynelä;436
Haimi;435
Heinämäki;435
Ruohola;435
Salokangas;435
Haikola;434
Kiili;434
Koskimies;434
Lautala;434
Peurala;434
Rantasalo;434
Sahlman;434
Syri;434
Volanen;434
Haikarainen;433
Liljeström;433
Ikäläinen;432
Kalenius;432
Kultanen;432
Lukka;432
Panula;432
Tallberg;432
Aitto-oja;431
Kajava;431
Lakso;431
Palander;431
Hietakangas;430
Jurmu;430
Tihinen;430
Heiskari;429
Iivari;429
Kämppi;429
Tyyskä;429
Vaahtera;429
Karjula;428
Kortesalmi;428
Miikkulainen;428
Schwartz;428
Juhala;427
Kiukas;427
Rytilahti;427
Vimpari;427
Väinölä;427
Raittinen;426
Simolin;426
Göös;425
Khan;425
Björkskog;424
Laulainen;424
Löfman;424
Relander;424
Sokka;424
Wilén;424
Jokiaho;423
Järvelin;423
Kestilä;423
Perätalo;423
Törnroos;423
Ahlström;422
Mäyrä;422
Sirola;422
Sundelin;422
Halkola;421
Pokela;421
Ritari;421
Virkkula;421
Jokisalo;420
Malila;420
Vilkki;420
Dufva;419
Helén;419
Silén;419
Tammilehto;419
Ålander;419
Engman;418
Juujärvi;418
Kykkänen;418
Kuhmonen;417
Luoma-aho;416
Sinervo;416
Hammar;415
Rusi;415
Lehtisalo;414
Lindman;414
Pitkäranta;414
Grahn;413
Kuismanen;413
Laihonen;413
Leppäkoski;413
Marjakangas;413
Mällinen;413
Sulin;413
Vilander;413
Moberg;412
Palmgren;412
Pihlava;412
Ratinen;412
Tanhuanpää;412
Tuominiemi;412
Hartman;411
Jolkkonen;411
Pham;411
Skogberg;411
Teräs;411
Wahlberg;411
Hautakoski;410
Hotakainen;410
Mursu;410
Stenfors;410
Varila;410
Villman;410
Alakoski;409
Haapoja;409
Kittilä;409
Kokkoniemi;409
Hägglund;408
Kosola;408
Toivio;408
Airas;407
Astikainen;407
Joutsen;407
Karinen;407
Pallari;407
Saine;407
Sivén;407
Vidgren;407
Kytö;406
Mutka;406
Väkiparta;406
Jortikka;405
Kumpumäki;405
Lammela;405
Teikari;405
Åkerman;405
Koivumaa;404
Orre;404
Flinkman;403
Kuivanen;403
Silfver;403
Rasimus;402
Harmaala;401
Smith;401
Stenholm;401
Sutela;401
Jämsen;400
Huupponen;399
Iivarinen;399
Inkilä;399
Jänkälä;399
Kaipiainen;399
Närvänen;399
Tallqvist;399
Talonen;399
Kenttälä;398
Koiranen;398
Korteniemi;398
Söderberg;398
Verho;398
Kotanen;397
Mohamud;397
Pasma;397
Tahkola;397
Hätinen;396
Ilkka;396
Luukko;396
Pettinen;396
Jama;395
Luiro;395
Majaniemi;395
Osman;395
Packalén;395
Saha;395
Holmlund;394
Jurvelin;394
Pietarila;394
Holmi;393
Kangasmäki;393
Raiskio;393
Mertala;392
Puurtinen;392
Timperi;392
Willberg;392
Kaarre;391
Kivikoski;391
Liikkanen;391
Muranen;391
Pinola;391
Pirkola;391
Raninen;391
Somppi;391
Vuorenpää;391
Vähä;390
Äijö;390
Autere;389
Bergholm;389
Halmela;389
Hintsanen;389
Kattilakoski;389
Kaukinen;389
Lehmonen;389
Ravantti;388
Fält;387
Omar;387
Pirttijärvi;387
Tourunen;387
Ursin;387
Vattulainen;387
Alaluusua;386
Glad;386
Hirvikoski;386
Jormakka;386
Koskimaa;386
Kääriä;386
Palovaara;386
Saloniemi;386
Svärd;386
Välilä;386
Enroth;385
Haajanen;385
Hovila;385
Impiö;385
Moisanen;385
Sistonen;385
Collin;384
Korjus;384
Vakkuri;384
Grönstrand;383
Hihnala;383
Lantta;383
Suontausta;383
Vänttilä;383
Kousa;382
Olenius;382
Oravainen;382
Dahlberg;381
Hannikainen;381
Ratia;381
Haikara;380
Korolainen;380
Kylänpää;380
Käppi;380
Lustig;380
Hansson;379
Limnell;379
Pessi;379
Strengell;379
Timlin;379
Kuorikoski;378
Laukkarinen;378
Sarja;378
Kyröläinen;377
Lehtosaari;377
Palenius;377
Partinen;377
Toppari;377
Vaattovaara;377
Winqvist;377
Vähämaa;377
Brander;376
Kuokka;376
Syrjäläinen;376
Toivainen;376
Tommola;376
Welling;376
Wilenius;376
Meriluoto;375
Pousi;375
Rahunen;375
Raussi;375
Sariola;375
Hattunen;374
Kreivi;374
Mero;374
Myllyoja;374
Rasmus;374
Veikkolainen;374
Hernesniemi;373
Kamunen;373
Kehusmaa;373
Kouvalainen;373
Laakko;373
Outinen;373
Risku;373
Sarén;373
Sorvoja;373
Säilä;373
Urpilainen;373
Lemmetyinen;372
Patronen;372
Pohjanen;372
Sikiö;372
Vehmanen;372
Hietaharju;371
Häikiö;371
Kyyhkynen;371
Levonen;371
Luokkala;371
Puonti;371
Vitikka;371
Vähäsarja;371
Maja;370
Olkinuora;370
Pulkka;370
Torppa;370
Ämmälä;370
Lattu;369
Puolitaival;369
Pylkkönen;369
Svensson;369
Tiikkainen;369
Knuuti;368
Koskenniemi;367
Rostedt;367
Stark;367
Vasama;367
Veikkola;367
Alamäki;366
Lyly;366
Uronen;366
Koivuluoma;365
Merivirta;365
Naakka;365
Pokkinen;365
Vienonen;365
Jaara;364
Rahikka;364
Frilander;363
Löf;363
Nuora;363
Pirkkalainen;363
Asunmaa;362
Hast;362
Junkkari;362
Kovero;362
Riikola;362
Ruonala;362
Salmijärvi;362
Sipinen;362
Aholainen;361
Fabritius;361
Kotro;361
Lemström;361
Oksala;361
Purho;361
Riutta;361
Tiirikainen;361
Himanka;360
Kilpiö;360
Röntynen;360
Varjo;360
Vilppola;360
Horttanainen;359
Laasanen;359
Liuska;359
Peteri;359
Ryyppö;359
Bärlund;358
Grönvall;358
Hartonen;358
Kaisto;358
Kempas;358
Kähönen;358
Mälkiä;358
Alakärppä;357
Monto;357
Myllyaho;357
Nummila;357
Typpö;357
Kangasluoma;356
Komppa;356
Mustaniemi;356
Fellman;355
Kaija;355
Kaukoranta;355
Ketolainen;355
Nikkari;355
Lääperi;354
Pekkonen;354
Rousu;354
Ahvonen;353
Aittola;353
Partti;353
Saukkoriipi;353
Sillman;353
Sjöroos;353
Tani;353
Valjus;353
Hauhia;352
Kunelius;352
Vääräniemi;352
Jaako;351
Koskenkorva;351
Partala;351
Pirttimaa;351
Ahlstedt;350
Cederberg;350
Häkkänen;350
Södergård;350
Tampio;350
Majamäki;349
Pihlainen;349
Rakkolainen;349
Hansen;348
Hurmerinta;348
Kerminen;348
Kraft;348
Mickelsson;348
Paloheimo;348
Salokannel;348
Tuomivaara;348
Dahlgren;347
Lehkonen;347
Pihl;347
Pukki;347
Selkälä;347
Stenbäck;347
Verronen;347
From;346
Jääskö;346
Lallukka;346
Vienola;346
Yletyinen;346
Ylijoki;346
Ellonen;345
Kälkäjä;345
Lumijärvi;345
Pantsar;345
Pulkki;345
Rosti;345
Grön;344
Hietamies;344
Hopia;344
Kasanen;344
Mellin;344
Oranen;344
Säisä;344
Vesterlund;344
Argillander;343
Nikki;343
Pienimäki;343
Käki;342
Molander;342
Pirttilä;342
Bäcklund;341
Flinck;341
Harri;341
Laukkonen;341
Liikala;341
Tanska;341
Tiilikka;341
Tontti;341
Ahtonen;340
Byman;340
Huurinainen;340
Jyrkinen;340
Kemiläinen;340
Suihko;340
Toppila;340
Hakanpää;339
Hokka;339
Klemets;339
Perttilä;339
Rekonen;339
Alitalo;338
Himberg;338
Kukkula;338
Merinen;338
Tiikkaja;338
Wasenius;338
Hanhisuanto;337
Kaarela;337
Kaukola;337
Maksimainen;337
Myllärinen;337
Mättö;337
Fager;336
Leppäaho;336
Riihinen;336
Rönnholm;336
Wahlman;336
Åhman;336
Einola;335
Paljakka;335
Syväjärvi;335
Elovaara;334
Hahl;334
Kuusniemi;334
Mäntymäki;334
Vanne;334
Arpiainen;333
Dahlman;333
Hauta-aho;333
Lähdemäki;333
Mauno;333
Nordqvist;333
Siimes;333
Hakomäki;332
Isomaa;332
Manni;332
Niinistö;332
Renvall;332
Tomperi;332
Fröberg;331
Hurtig;331
Mäntysaari;331
Riski;331
Tupala;331
Hiironen;330
Koivukoski;330
Kuntsi;330
Majanen;330
Pihlström;330
Rekilä;330
Saariniemi;330
Sankala;330
Huikko;329
Karell;329
Korkiamäki;329
Kultalahti;329
Kuukkanen;329
Puoskari;329
Koutonen;328
Levola;328
Liljeqvist;328
Hamari;327
Jumisko;327
Kellokumpu;327
Kotala;327
Kuhanen;327
Passi;327
Persson;327
Puolakanaho;327
Riihijärvi;327
Säntti;327
Ekberg;326
Hellstén;326
Högström;326
Maijanen;326
Sand;326
Vahala;326
Andersin;325
Flyktman;325
Frisk;325
Hermunen;325
Lähdekorpi;325
Perttu;325
Pyrhönen;325
Sipari;325
Tabell;325
Vallenius;325
Vataja;325
Lampila;324
Lehtisaari;324
Linnala;324
Luukka;324
Ollanketo;324
Pekki;324
Polojärvi;324
Talvio;324
Hoikka;323
Marttala;323
Meuronen;323
Michelsson;323
Ohvo;323
Parkkari;323
Purola;323
Saunamäki;323
Tiitto;323
Vehniäinen;323
Ågren;323
Hiekkanen;322
Kaipio;322
Kettula;322
Moisander;322
Paappanen;322
Pippuri;322
Sakko;322
Salli;322
Varjus;322
Haapalahti;321
Karvanen;321
Korppi;321
Kyyrö;321
Näsi;321
Shemeikka;321
Uuttu;321
Karhinen;320
Lanki;320
Parhiala;320
Tirri;320
Eklöf;319
Kalpio;319
Karila;319
Kaskela;319
Lankila;319
Markus;319
Niemi-Korpi;319
Rouvali;319
Tykkyläinen;319
Auer;318
Hämeenniemi;318
Sarlin;318
Tapani;318
Alajoki;317
Björkbacka;317
Ekola;317
Farah;317
Koskenranta;317
Lakkala;317
Renfors;317
Talvensaari;317
Elfving;316
Kähäri;316
Nurmio;316
Patjas;316
Rasila;316
Schmidt;316
Alhonen;315
Granström;315
Kola;315
Kutvonen;315
Nuorala;315
Tulkki;315
Isojärvi;314
Järvisalo;314
Stenström;314
Viklund;314
Laulajainen;313
Laulumaa;313
Lemberg;313
Myyry;313
Palomaa;313
Poskiparta;313
Tietäväinen;313
Häyhä;312
Kankkonen;312
Karjala;312
Kaukiainen;312
Kouvo;312
Paakkanen;312
Polvi;312
Rantakangas;312
Soisalo;312
Tenkanen;312
Wahlström;312
Haikala;311
Ranta-aho;311
Soppela;311
Tarvonen;311
Tattari;311
Tähti;311
Hanka;310
Kirves;310
Piilonen;310
Qvist;310
Snickars;310
Suomala;310
Svart;310
Wilkman;310
Hellén;309
Isoviita;309
Kohtamäki;309
Koppanen;309
Rosvall;309
Väkevä;309
Åkerblom;309
Backström;308
Härö;308
Karlström;308
Mehto;308
Nakari;308
Salakari;308
Seikkula;308
Vihervuori;308
Kankaanranta;307
Komonen;307
Kuusimäki;307
Majander;307
Vilmi;307
Inkiläinen;306
Lotvonen;306
Niittynen;306
Pihkala;306
Takkula;306
Tasala;306
Hyypiä;305
Nuuttila;305
Rikala;305
Saharinen;305
Ylikulju;305
Anttalainen;304
Hostikka;304
Huolman;304
Hyppänen;304
Silvan;304
Suurnäkki;304
Ahlholm;303
Bragge;303
Etelämäki;303
Huittinen;303
Kauko;303
Kenttä;303
Kurri;303
Kuusiniemi;303
Luusua;303
Pitkämäki;303
Salama;303
Sällinen;303
Ylänen;303
Arkko;302
Björklöf;302
Jonsson;302
Lunden;302
Marjeta;302
Mäkisalo;302
Paukkonen;302
Pitkäniemi;302
Väärälä;302
Ahlroth;301
Anderson;301
Haaja;301
Kemi;301
Kivikangas;301
Müller;301
Parantainen;301
Pouttu;301
Aspegren;300
Dahlqvist;300
Färm;300
Hyyrynen;300
Manelius;300
Merisalo;300
Paavolainen;300
Silvasti;300
Stoor;300
Barck;299
Johnson;299
Komi;299
Lax;299
Oikkonen;299
Palmén;299
Peräkylä;299
Putkinen;299
Streng;299
Tapiola;299
Tuori;299
Villa;299
Burman;298
Hjelm;298
Maaninka;298
Mertaniemi;298
Myyrä;298
Piilola;298
Tervala;298
Yrjönen;298
Heimo;297
Paakkonen;297
Pirttikoski;297
Wahlsten;297
Viiri;297
Hautaviita;296
Jylkkä;296
Korkeakoski;296
Lang;296
Raudasoja;296
Vihervaara;296
Yrttiaho;296
Ahtinen;295
Haka;295
Hälinen;295
Känsälä;295
Määttälä;295
Ojansivu;295
Tarkka;295
Toivari;295
Tuura;295
Vesamäki;295
Jaakkonen;294
Köngäs;294
Malmivaara;294
Parkkali;294
Rautava;294
Saarikivi;294
Lagerström;293
Hemming;292
Huhtakangas;292
Juuso;292
Kilkki;292
Kukkohovi;292
Marjomaa;292
Ruotsala;292
Saikko;292
Taavila;292
Kautiainen;291
Parkko;291
Rasinkangas;291
Taimi;291
Vilkko;291
Filppula;290
Hietaranta;290
Jensen;290
Parttimaa;290
Poikkimäki;290
Aula;289
Carlson;289
Hult;289
Mustakallio;289
Olkkola;289
Puurula;289
Riissanen;289
Siltakoski;289
Sundvall;289
Tuorila;289
Yliluoma;289
Yliniemi;289
Heiniö;288
Kuusjärvi;288
Mäkiniemi;288
Rundgren;288
Savander;288
Furu;287
Huumonen;287
Illman;287
Lehvonen;287
Leppiniemi;287
Näätänen;287
Puusaari;287
Ramstedt;287
Rauhamäki;287
Stenroth;287
Toivo;287
Avikainen;286
Hallberg;286
Hermansson;286
Hopponen;286
Kartano;286
Papunen;286
Piirto;286
Punkari;286
Riipi;286
Ryytty;286
Säily;286
Taivainen;286
Airio;285
Halla-aho;285
Nybacka;285
Ohtamaa;285
Pirttinen;285
Raitala;285
Renlund;285
Rosenström;285
Storbacka;285
Talka;285
Valle;285
Ahmadi;284
Hirvensalo;284
Ilmarinen;284
Isberg;284
Kiukkonen;284
Kiviluoto;284
Riihiaho;284
Siukola;284
Andelin;283
Heikinheimo;283
Lautamäki;283
Mukkala;283
Wargh;283
Viholainen;283
Volotinen;283
Ismail;282
Kaarakainen;282
Kalmari;282
Korkeakangas;282
Nironen;282
Pyyhtiä;282
Strandman;282
Hara;281
Haukijärvi;281
Hirviniemi;281
Hiukka;281
Korhola;281
Lemettinen;281
Närvä;281
Pitkonen;281
Rajakangas;281
Sulander;281
Suortti;281
Svensk;281
Särkijärvi;281
Söderblom;281
Tervola;281
Toivakka;281
Turtinen;281
Granfors;280
Kuiri;280
Lamppu;280
Latvakoski;280
Luukinen;280
Nykvist;280
Rahja;280
Turkulainen;280
Uusikartano;280
Hosio;279
Juurakko;279
Mankki;279
Muukka;279
Pimiä;279
Ristilä;279
Tolkki;279
Westerback;279
Wikberg;279
Wilson;279
Hällfors;278
Ihanus;278
Pauna;278
Vartio;278
Ylikangas;278
Holttinen;277
Huttula;277
Kankaala;277
Kärkinen;277
Leppinen;277
Muilu;277
Pajukoski;277
Tulokas;277
Ahlroos;276
Hacklin;276
Haikka;276
Halttu;276
Lipasti;276
Martinmäki;276
Pönni;276
Qvick;276
Runtti;276
Saira;276
Wik;276
Vinni;276
Merilä;275
Mylly;275
Pyrrö;275
Rasilainen;275
Sankari;275
Sokura;275
Suopanki;275
Vilmunen;275
Bister;274
Jaakonsaari;274
Kolmonen;274
Kuortti;274
Luomanen;274
Niskakangas;274
Ronkanen;274
Sahlström;274
Suokko;274
Ylikotila;274
Aapro;273
Engberg;273
Haukkala;273
Hauru;273
Lalli;273
Melander;273
Muona;273
Parpala;273
Puukko;273
Rontti;273
Tetri;273
Turkka;273
Vahtola;273
Eilola;272
Koivulahti;272
Malmsten;272
Muotka;272
Muuri;272
Natri;272
Pitkäaho;272
Saarenmaa;272
Siikanen;272
Tulla;272
Gustavsson;271
Heinikoski;271
Jokipii;271
Kejonen;271
Korri;271
Lipiäinen;271
Muurimäki;271
Paasikivi;271
Seilonen;271
Wirtanen;271
Granö;270
Huikari;270
Lokka;270
Mahamed;270
Peuhkuri;270
Pitkäkangas;270
Hälikkä;269
Junnola;269
Katajainen;269
Moisala;269
Nikkonen;269
Ranua;269
Tarkkonen;269
Forstén;268
Ikkala;268
Kesseli;268
Kupila;268
Puhakainen;268
Sohlberg;268
Gummerus;267
Härmälä;267
Juurinen;267
Lintala;267
Mentula;267
Mikander;267
Näsman;267
Romu;267
Ruokola;267
Salonpää;267
Varpula;267
Ahlvik;266
Hedberg;266
Nauha;266
Silvast;266
Siro;266
Tervamäki;266
Haiko;265
Hirn;265
Hästbacka;265
Isohanni;265
Kesänen;265
Maunuksela;265
Nurro;265
Pannula;265
Patama;265
Saraste;265
Savilaakso;265
Torkkel;265
Tunturi;265
Heiskala;264
Höök;264
Mustakangas;264
Pöyhtäri;264
Salmelin;264
Särkiniemi;264
Wiberg;264
Villikka;264
Ekroos;263
Kelkka;263
Lakanen;263
Linnanmäki;263
Musakka;263
Mykrä;263
Peuraniemi;263
Sneck;263
Wegelius;263
Wright;263
Ahvenjärvi;262
Haukipuro;262
Jyrinki;262
Kara;262
Kuivala;262
Merta;262
Myntti;262
Rankinen;262
Rovio;262
Vehkaoja;262
Wester;262
Wikholm;262
Byggmästar;261
Huhtaniemi;261
Kokkarinen;261
Merikanto;261
Nerg;261
Pirttilahti;261
Salojärvi;261
Termonen;261
Tuohino;261
Ulvinen;261
Vesikko;261
Vierula;261
Huuki;260
Juva;260
Kuusi;260
Loukusa;260
Ojajärvi;260
Pere;260
Pyysalo;260
Sundkvist;260
Tala;260
Uusimaa;260
Vähänen;260
Arvela;259
Ehrnrooth;259
Kortesoja;259
Loisa;259
Louko;259
Puuronen;259
Päiväniemi;259
Selander;259
Kaattari;258
Kalliomaa;258
Knaapi;258
Kontunen;258
Kärkäs;258
Lähteinen;258
Niskasaari;258
Paakkola;258
Prittinen;258
Uusitupa;258
Vilponen;258
Väätänen;258
Grönman;257
Happo;257
Isometsä;257
Kesäläinen;257
Marjala;257
Pentinmäki;257
Pohto;257
Saariaho;257
Vuohelainen;257
Björkell;256
Jormalainen;256
Keurulainen;256
Kuivamäki;256
Lampén;256
Leimu;256
Liuski;256
Myllylahti;256
Taina;256
Vähätiitto;256
Hertteli;255
Hirvinen;255
Johnsson;255
Kaiponen;255
Kajan;255
Kerkelä;255
Keskimäki;255
Martti;255
Nukarinen;255
Nuutila;255
Näveri;255
Williams;255
Aunola;254
Enkvist;254
Hallikas;254
Hammarberg;254
Haveri;254
Holkko;254
Härkänen;254
Jurvakainen;254
Niukkanen;254
Paulamäki;254
Pigg;254
Pöysä;254
Saalasti;254
Silfverberg;254
Ylisirniö;254
Ekblom;253
Kaitila;253
Karén;253
Karvo;253
Kiminki;253
Kristo;253
Nopanen;253
Näsänen;253
Pelander;253
Rasku;253
Rinta;253
Risto;253
Vehmaa;253
Haga;252
Janatuinen;252
Kiema;252
Kimpimäki;252
Kojola;252
Korkka;252
Laurinen;252
Lehmuskoski;252
Nisonen;252
Tavi;252
Tiira;252
Tähkäpää;252
Bergqvist;251
Haara;251
Hautajärvi;251
Kaljunen;251
Kalliosaari;251
Lammassaari;251
Lohtander;251
Murtola;251
Mustola;251
Nurkka;251
Päätalo;251
Suvinen;251
Tauru;251
Torkko;251
Vuorma;251
Yusuf;251
Ekblad;250
Kaarto;250
Kirvesmäki;250
Känkänen;250
Marila;250
Markkola;250
Meri;250
Nokkala;250
Stenlund;250
Torkkola;250
Vierelä;250
Abrahamsson;249
Brown;249
Haltia;249
Joona;249
Katajala;249
Kavander;249
Kouri;249
Kouva;249
Kärppä;249
Laisi;249
Pylväs;249
Räinä;249
Talonpoika;249
Tuikkanen;249
Ylimartimo;249
Ylätalo;249
Ekqvist;248
Esko;248
Herlevi;248
Jokimies;248
Kononen;248
Käkönen;248
Käpylä;248
Leander;248
Levander;248
Malo;248
Pasi;248
Pyhäjärvi;248
Rautiola;248
Vaskelainen;248
Vihanto;248
Ansamaa;247
Jukkola;247
Kuusijärvi;247
Lihavainen;247
Matila;247
Mönttinen;247
Nordgren;247
Pukkinen;247
Rättö;247
Tähkänen;247
Vainonen;247
Vikki;247
Vuokko;247
Herttuainen;246
Niemonen;246
Pihlman;246
Vikstedt;246
Alava;245
Borgström;245
Haavikko;245
Hall;245
Hannola;245
Havu;245
Hienonen;245
Koukkula;245
Latvanen;245
Liinamaa;245
Lius;245
Martikkala;245
Nätynki;245
Parjanen;245
Raiski;245
Rajahalme;245
Saarto;245
Eeva;244
Grandell;244
Honkavaara;244
Ilmanen;244
